group_id,normalized_option,representative_section,representative_question,representative_option_text,item_count,years,selected_response_count,candidate_count_sum
0699F25330D7201C,support the right of workers to strike without fear of being permanently replaced.,Employment and Affirmative Action Issues,1) Indicate which principles you support (if any) regarding employment.2) Indicate which principles you support (if any) regarding affirmative action.,g) Support the right of workers to strike without fear of being permanently replaced.,1,2004.0,1,2
205A437897EB2F3A,allow workers to sell company stock and to diversify their company retirement funds into other investment options.,Employment and Affirmative Action Issues,1) Indicate which principles you support (if any) regarding employment.2) Indicate which principles you support (if any) regarding affirmative action.,h) Allow workers to sell company stock and to diversify their company retirement funds into other investment options.,1,2004.0,1,2
CC850415584F26D6,the federal government should consider race and gender in government contracting decisions.,Employment and Affirmative Action Issues,1) Indicate which principles you support (if any) regarding employment.2) Indicate which principles you support (if any) regarding affirmative action.,a) The federal government should consider race and gender in government contracting decisions.,1,2004.0,1,2
571584025D5034B2,"strengthen emission controls and fuel efficiency standards on all gasoline and diesel-powered engines, including cars, trucks, and sport utility vehicles.",Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,"g) Strengthen emission controls and fuel efficiency standards on all gasoline and diesel-powered engines, including cars, trucks, and sport utility vehicles.",1,2004.0,1,2
B4A9469A370A21C4,support opening a select portion of the arctic national wildlife refuge for oil exploration.,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,h) Support opening a select portion of the Arctic National Wildlife Refuge for oil exploration.,1,2004.0,1,2
B9C038F4C3B9D3B6,allow energy producers to trade pollution credits.,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,k) Allow energy producers to trade pollution credits.,1,2004.0,1,2
851CF3C698B958F9,support the u.s. re-entering the kyoto treaty process to limit global warming.,Environment and Energy Issues,Indicate which principles you support (if any) regarding the environment and energy.,l) Support the U.S. re-entering the Kyoto treaty process to limit global warming.,1,2004.0,1,2
AA970259FC65AF10,establish limits on the amount of punitive damages awarded in medical malpractice lawsuits.,Health Issues,Indicate which principles you support (if any) regarding health care.,f) Establish limits on the amount of punitive damages awarded in medical malpractice lawsuits.,1,2004.0,1,2
31720C3A154368A7,support automatic enrollment of children in federal health care programs such as chip and medicaid.,Health Issues,Indicate which principles you support (if any) regarding health care.,j) Support automatic enrollment of children in federal health care programs such as CHIP and Medicaid.,1,2004.0,1,2
D81592FA8023E11C,allow 55-65 year-olds to buy into medicare.,Health Issues,Indicate which principles you support (if any) regarding health care.,k) Allow 55-65 year-olds to buy into Medicare.,1,2004.0,1,2
CF8303172E4119B3,aid programs should be scaled back and eventually eliminated.,"International Aid, International Policy, and Trade Issues, Part 1: International Aid",International AidIndicate which principles you support (if any) regarding United States economic assistance.,d) Aid programs should be scaled back and eventually eliminated.,1,2004.0,1,2
F20937CFF57ABA9E,other of expanded principles,Social Security Issues,Indicate which principles you support (if any) regarding Social Security.,g) Other of expanded principles,1,2004.0,1,2
9DD2EAB0915BC480,collect taxes on commercial internet transactions.,Technology and Communication Issues,Indicate which principles you support (if any) regarding technology and communication.,a) Collect taxes on commercial Internet transactions.,1,2004.0,1,2
58FE86AC6306A4BF,continue the moratorium on internet taxation.,Technology and Communication Issues,Indicate which principles you support (if any) regarding technology and communication.,b) Continue the moratorium on Internet taxation.,1,2004.0,1,2
D14A50C31ACCD498,"impose regulations on ""spam"" emails.",Technology and Communication Issues,Indicate which principles you support (if any) regarding technology and communication.,"h) Impose regulations on ""spam"" emails.",1,2004.0,1,2
5D659F780C24C243,increase funding for child care programs.,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding welfare and poverty.,b) Increase funding for child care programs.,1,2004.0,1,2
5F18065485427AD6,"direct federal poverty aid through religious, community-based, or other non-profit organizations.",Welfare and Poverty Issues,Indicate which principles you support (if any) regarding welfare and poverty.,"d) Direct federal poverty aid through religious, community-based, or other non-profit organizations.",1,2004.0,1,2
ECA1CBA52B726288,support housing assistance for low-income families.,Welfare and Poverty Issues,Indicate which principles you support (if any) regarding welfare and poverty.,f) Support housing assistance for low-income families.,1,2004.0,1,2
49145D798057FD53,the federal government should provide affirmative actions programs as long as such programs do not include quotas.,Affirmative Action,Indicate your position concerning affirmative action programs.,d) The federal government should provide affirmative actions programs as long as such programs do not include quotas.,1,1996.0,1,1
E3D8A795EEBBE8B3,aids programs,Budgetary Issues,"1) Indicate what changes you support (if any) concerning levels of federal funding for the following categories. Select one number only.2) Do you support the use of block grants given to states, rather than federal spending, in the following areas?",a) AIDS Programs,1,1996.0,1,1
1CBB7AF386FF920D,arts funding,Budgetary Issues,"1) Indicate what changes you support (if any) concerning levels of federal funding for the following categories. Select one number only.2) Do you support the use of block grants given to states, rather than federal spending, in the following areas?",b) Arts funding,1,1996.0,1,1
